NUM TDA,NOMBRE DE TDA,CADENA,FORMATO,MUNICIPIO/CIUDAD,ESTADO,DIVISION,DEPOSITO / DISTRIBUIDOR,ESTRUCTURA,GRADO
3786,Bizarre Purple SuperMarket,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3787,Long Burgundy Jeweller,proveedor_2,AllInOne,Evil White Baton,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3788,Bizarre Black HighShop,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
3789,Tiny Brown Baker,proveedor_2,AllInOne,High Chartreuse Empire,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3790, Orchid BigCom,proveedor_2,Leftorium,Awful Beige ,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
3791,First Indigo Fishmonger,proveedor_2,AllInOne,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3792,Awesome Lemon Mall,proveedor_2,AllInOne,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3793,Dead Chartreuse Market,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
3794,Dull Sea Green TallMarket,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3795,Dirty Olive HairDresser,proveedor_2,AllInOne,Legendary Grey Bay,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
3796,Short Olive BigCom,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
3797,Dangerous Purple BookShop,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3798,Enlightened Green Fishmonger,proveedor_2,AllInOne,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3799,Enlightened Olive Florist,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3800,Awful Aqua AllInOne,proveedor_2,Leftorium,Interesting Magenta Soil,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
3801,Massive Lime TallMarket,proveedor_2,AllInOne,Clean Chartreuse Valley,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
3802,Short Purple TinyShop,proveedor_2,AllInOne,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
3803,Long Navy TinyShop,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3804,Impressive Dark Deli,proveedor_2,AllInOne,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
3805,Last Golden Convenience,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3806,High Navy Laundrette,proveedor_2,AllInOne,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
3807,Singing Olive SuperMarket,proveedor_2,AllInOne,Young Blue Beach,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
3808,Short Dark SuperMarket,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3809,Empty Grey HairDresser,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
3810,Little Burgundy HighShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3811,Enlightened Olive Mall,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3812,Awesome Crimson AllInOne,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
3813,Legendary Fuchsia Grocery,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3814,Long Dark SmallShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3815,Defiant Crimson Laundrette,proveedor_2,GipsyTrade,Horrible Chartreuse Mud,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3816,Horrible Indigo Center,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3817, Burgundy SuperMarket,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3818,New Grey Tobacconist,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3819,Interesting Lavender Center,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
3820,Little Orchid Bank,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
3821,Horrible Aqua Cafe,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3823,Tall Blue Stationer,proveedor_2,AllInOne,Clean Aqua Soil,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
3824,Enlightened Grey BookShop,proveedor_2,GipsyTrade,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3825,Enlightened Chocolate TallMarket,proveedor_2,GipsyTrade,Horrible Chartreuse Mud,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3826,Bloody Chocolate AllInOne,proveedor_2,GipsyTrade,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3827,Dull Coral TallMarket,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3828,Dead Azure Market,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3829,Big Olive Market,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3830,Tiny Aquamarine SmallShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3831,Singing Violet Grocery,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3832,Old Magenta GreatShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3833,High Coral GreatShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3834,Old Lime Center,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3835,Evil Sea Green Tobacconist,proveedor_2,GipsyTrade,Evil Navy River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3836,Great Aquamarine Shop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3837,Clean Red SuperMarket,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3838,Horrible Maroon Cafe,proveedor_2,GipsyTrade,Horrible Chartreuse Mud,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3839,Bad Crimson GreatShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3840,Empty Golden BookShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3841,Bloody Green Chemist,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3842,Angry Green Laundrette,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3843,Last Aquamarine Butcher,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3844,Kicking Yellow BigCom,proveedor_2,GipsyTrade,Evil Navy River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3845,Enlightened Golden Leftorium,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3846,Bizarre Salmon BookShop,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
3847,Last Yellow HighShop,proveedor_2,Leftorium,Horrible Chartreuse Mud,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3848,Long Red Mall,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3849,Impressive Turquoise BigCenter,proveedor_2,GipsyTrade,Evil White Baton,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3850,Dead Black Bank,proveedor_2,Leftorium,Horrible Chartreuse Mud,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3851,Evil Sky Blue TallMarket,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3852,Dangerous Coral Deli,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3853,Impressive Lime Deli,proveedor_2,Leftorium, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
3854,Singing Chocolate BookShop,proveedor_2,Leftorium,Last Pink River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3855,Last White TallMarket,proveedor_2,AllInOne,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3856,Empty Black Baker,proveedor_2,Leftorium,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3857,Empty Orange Laundrette,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3858,Empty Sea Green Convenience,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3860,Angry Olive Market,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3861,Long Black HairDresser,proveedor_2,Leftorium,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3862,Massive Navy Market,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3863,Defiant Beige Grocery,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3864,Small Violet SuperMarket,proveedor_2,Leftorium, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
3865,Evil Green Market,proveedor_2,AllInOne,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
3866,Long Khaki HighShop,proveedor_2,AllInOne,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3867,Bizarre Grey Baker,proveedor_2,AllInOne,High Dark Rock,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
3869,Tiny Dark Shop,proveedor_2,AllInOne,Clean Aqua Soil,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
3870,High Orchid Laundrette,proveedor_2,AllInOne,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
3871,Big Brown HighShop,proveedor_2,AllInOne,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3872,High Violet Deli,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
3874,Dead Chocolate AllInOne,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3875,Tiny Magenta Florist,proveedor_2,AllInOne,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
3876,Old Lemon TallMarket,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3877,First Indigo Chemist,proveedor_2,Leftorium,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3878,Massive Grey BookShop,proveedor_2,Leftorium,Legendary Orange Dirt,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3879,Dirty Azure Shop,proveedor_2,Leftorium,Enlightened Violet Capital,Namobar,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3880,High Green Mall,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
3881,Bad Khaki Fishmonger,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3883,Bloody Dark Jeweller,proveedor_2,AllInOne,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3884,Dangerous Green BookShop,proveedor_2,AllInOne,Bloody Yellow Town,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
3886,Horrible Grey Deli,proveedor_2,Leftorium, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
3887,Defiant Crimson Shop,proveedor_2,AllInOne,Bloody Sea Green ,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3888,Interesting Sea Green Cafe,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
3889,Small Brown Cafe,proveedor_2,AllInOne,First Salmon Rock,Lorvalmo,BAJÍO,Thrilear Industrail,FORANEO,IV
3890,Bizarre Red Laundrette,proveedor_2,AllInOne,Awful Navy Dirt,Alfrusma,OCCIDENTE,Barcorus Vocals,DISTRIBUIDORES,III
3891,Great Salmon Mall,proveedor_2,AllInOne,Bad Silver Dirt,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
3892,Clean Grey HighShop,proveedor_2,AllInOne,Rare Lemon Key,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
3893,Horrible Azure AllInOne,proveedor_2,Leftorium,Bizarre White Shop,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
3894,Bizarre Aquamarine Laundrette,proveedor_2,Leftorium,Kicking Red ,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
3895,Horrible Purple Baker,proveedor_2,Leftorium,Defiant Brown Valley,Gulalco,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,I
3896,High Brown Grocery,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3897,High Brown BigCenter,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
3898,Old Violet Butcher,proveedor_2,AllInOne,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
3900,Awful Chartreuse AllInOne,proveedor_2,Leftorium,Tiny Indigo Tree,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3901,Alive Brown Shop,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
3902,Awesome Grey TallMarket,proveedor_2,AllInOne,Old Silver Applepie,Alfrusma,OCCIDENTE,Lorlorval Gmbh,DISTRIBUIDORES,III
3903,Tall Azure GreatShop,proveedor_2,AllInOne,Singing Brown Mud,Thrilvallor,CENTRO,Naargul Inc.,DISTRIBUIDORES,IV
3904,Big Magenta GipsyTrade,proveedor_2,AllInOne,Rare Navy Dirt,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
3905,Long Turquoise CoffeShop,proveedor_2,AllInOne,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
3906,Interesting Grey CoffeShop,proveedor_2,GipsyTrade,Clean Aqua Soil,Egusgul,CENTRO-SUR,Erodmad Industrail,FORANEO,IV
3907,Bad Turquoise GipsyTrade,proveedor_2,AllInOne,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
3908,Clean Purple Grocery,proveedor_2,AllInOne,Rare Turquoise Rock,Rodbare,SUROESTE,Elore Toughworks,DISTRIBUIDORES,VI
3909,Horrible Magenta Bank,proveedor_2,Leftorium,Rare Orange Applepie,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
3910,Young Lavender AllInOne,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
3911,Long Yellow SuperMarket,proveedor_2,AllInOne,Rare Orchid Capital,Lorgulgus,CENTRO-SUR,Rusrusma Gmbh,DISTRIBUIDORES,IV
3913,Short Navy Fishmonger,proveedor_2,AllInOne,First Coral Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
3914,Long Dark Shop,proveedor_2,AllInOne,First Coral Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
3915,Empty Blue Tobacconist,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
3916,Dead Dark Mall,proveedor_2,AllInOne,Enlightened Dark Empire,Magornmar,METRO-SUR,Rusrusmo Toughworks,METRO,V
3917,New Navy Grocery,proveedor_2,AllInOne,Rare Navy Dirt,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
3918,Impressive Dark Jeweller,proveedor_2,AllInOne,Young Silver Applepie,Erodmo,BAJÍO,Gornalfmo Inc.,FORANEO,III
3919,Dead Grey CoffeShop,proveedor_2,AllInOne,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3920,Old Blue TallMarket,proveedor_2,AllInOne,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3921,Massive Blue BookShop,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3922,Young White TinyShop,proveedor_2,AllInOne,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
3923,Small Cyan HairDresser,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
3924,Clean Lime Deli,proveedor_2,AllInOne,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3927,Bizarre Crimson Baker,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3928,Legendary Cyan Mall,proveedor_2,Leftorium,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3929,Horrible Aquamarine BigCenter,proveedor_2,Leftorium,Little Chartreuse Barrier,Lorgornna,SUROESTE,Gulrodlor Industrail,DISTRIBUIDORES,VI
3930,Bloody Beige Deli,proveedor_2,AllInOne,Little Silver Polis,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3932,Awful Dark Butcher,proveedor_2,AllInOne,Empty Chartreuse Butter,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
3934, Chocolate Mall,proveedor_2,SmallShop,Rare Black Comet,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
3935,Rare Violet Deli,proveedor_2,SmallShop,Defiant Brown Soil,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
3937,Long Silver TallMarket,proveedor_2,SmallShop,Bloody Indigo Asteroid,Lorthogul,OCCIDENTE,Arthona Vocals,FORANEO,II
3938,Awful Olive BigCenter,proveedor_2,SmallShop,High Cyan Rock,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
3940,Kicking Dark BookShop,proveedor_2,SmallShop,Bizarre Lime Stone,Alloralf,METRO-SUR,Barmaralf Inc.,METRO,IV
3941,Bloody Aquamarine Butcher,proveedor_2,GipsyTrade,Legendary Brown Beach,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
3944,Funny Khaki Mall,proveedor_2,Grocery,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3945,Young Cyan Florist,proveedor_2,Leftorium,Bloody Beige Tree,Lorvalmo,BAJÍO,Thrilear Industrail,FORANEO,IV
3947,Dirty Indigo Mall,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3948,Massive Sea Green Convenience,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3949,Clean Black Stationer,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3952,Alive Sea Green Florist,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3953,Defiant Aquamarine CoffeShop,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
3954,Horrible Purple BigCom,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
3955,Bloody Maroon BigCom,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3957,Small Violet SmallShop,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3958,Interesting Red Grocery,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3959,Awful Turquoise Tobacconist,proveedor_2,Grocery,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
3960,Last Olive HighShop,proveedor_2,Grocery,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
3963,Alive Turquoise Bank,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
3966,Young Salmon Tobacconist,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
3968,Empty White HairDresser,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
3969,Young Grey GreatShop,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
3970,Awesome Blue Butcher,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
3971,Short Dark BigCenter,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
3972,Tall Black Grocery,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3973,Big Coral HairDresser,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3974,Big Salmon Center,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3975,Short Azure BigCom,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3976,Old Crimson Jeweller,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3978,Legendary Aquamarine Chemist,proveedor_2,Grocery,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
3982,Dead Lemon HighShop,proveedor_2,Grocery,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
3983,Impressive Olive BigCenter,proveedor_2,Grocery,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
3984,Dirty Pink Deli,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3985,Great Chartreuse Shop,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3986,Young Lemon Baker,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3987,Bad Grey LunchHall,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3988,Dead Blue Jeweller,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3989,Bad Red Leftorium,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3990, Khaki SuperMarket,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3991,Clean Turquoise BookShop,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3992,Angry Black HighShop,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3993,Old Indigo HairDresser,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3994,Big Crimson TinyShop,proveedor_2,Grocery,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
3995,Empty Sky Blue GipsyTrade,proveedor_2,Grocery,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
3997,Defiant Aquamarine Cafe,proveedor_2,Grocery,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
3998,Short Brown Chemist,proveedor_2,Grocery,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
3999,Evil Yellow Tobacconist,proveedor_2,Grocery,Singing Grey Empire,Alfrusma,OCCIDENTE,Barthrilal Vocals,FORANEO,III
4002,Massive Chartreuse Mall,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
4011,Short Turquoise Cafe,proveedor_2,Leftorium,Interesting Maroon Capital,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
4012,High Red Fishmonger,proveedor_2,Leftorium,Legendary Orange Dirt,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
4016,Enlightened Black LunchHall,proveedor_2,AllInOne,Tall Indigo Waters,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
4017,Kicking Aquamarine Shop,proveedor_2,AllInOne,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
4018,Awful Turquoise Shop,proveedor_2,Leftorium,Tiny Indigo Tree,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
4024,Defiant Grey LunchHall,proveedor_2,Leftorium,Evil Pink Vessel,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
4025,Great White Laundrette,proveedor_2,Leftorium,Kicking Turquoise Jungle,Thogulgul,SURESTE,Malormad Corp.,FORANEO,II
